	id	sentence1	sentence2	similarity
9564	9724	A woman is leaning on a racing motorcycle	A man is leaning on a racing motorcycle	3.625
9565	9725	A motorcycle racer is riding a red and black bike	The motorcycle racer is riding a red and black bike	4.875
9566	9726	The motorcycle racer is riding a red and black bike	No motorcycle racer is riding a red and black bike	3.5
9567	9727	A motorcycle racer is riding a red and black bike	A man is leaning on a racing motorcycle	3.0
9568	9728	No motorcycle racer is riding a red and black bike	A man is leaning on a racing motorcycle	2.125
9569	9729	A racer is leaning on a racing motorcycle	The motorcycle racer is riding a red and black bike	3.375
9570	9730	The motorcycle racer is riding a red and black bike	A woman is leaning on a racing motorcycle	1.6249999999999998
9571	9731	The motorcycle racer is riding a red and black bike	A man is leaning on a racing motorcycle	2.125
9572	9732	A woman is firing at target practice	A woman is shooting at target practice	4.75
9573	9733	A woman is shooting at target practice	A man is shooting at target practice	3.25
9574	9734	A woman is wearing ear protection and is firing a gun at an indoor shooting range	The woman is wearing ear protection and is firing a gun at an indoor shooting range	4.875
9575	9735	A woman is wearing ear protection and is firing a gun at an outdoor shooting range	A woman is wearing ear protection and is firing a gun at an indoor shooting range	3.25
9576	9736	The woman is wearing ear protection and is firing a gun at an indoor shooting range	A woman is shooting at target practice	4.125
9577	9737	A woman is wearing ear protection and is firing a gun at an outdoor shooting range	A woman is shooting at target practice	3.8749999999999996
9578	9738	A woman is wearing ear protection and is firing a gun at an indoor shooting range	A woman is firing at target practice	3.8749999999999996
9579	9739	A man is shooting at target practice	A woman is wearing ear protection and is firing a gun at an indoor shooting range	2.625
9580	9740	A woman is wearing ear protection and is firing a gun at an indoor shooting range	A woman is shooting at target practice	4.5
9581	9741	Two young boys are looking up at the camera and one is sticking out his tongue	Two kids are looking up at the camera and one is sticking out his tongue	4.5
9582	9742	Two young girl are looking up at the camera and one is sticking out his tongue	Two young boys are looking up at the camera and one is sticking out his tongue	3.375
9583	9743	The little boy is sticking his tongue out for the camera and another boy is looking on	A little boy is sticking his tongue out for the camera and another boy is looking on	4.875
9584	9744	A little boy is sticking his tongue out for the camera and another boy is looking on	A little boy is sticking his tongue out for the camera and another boy is not looking	4.0
9585	9745	Two young boys are looking up at the camera and one is sticking out his tongue	The little boy is sticking his tongue out for the camera and another boy is looking on	4.25
9586	9746	Two young boys are looking up at the camera and one is sticking out his tongue	A little boy is sticking his tongue out for the camera and another boy is not looking	3.625
9587	9747	A little boy is sticking his tongue out for the camera and another boy is looking on	Two kids are looking up at the camera and one is sticking out his tongue	4.25
9588	9748	Two young girl are looking up at the camera and one is sticking out his tongue	A little boy is sticking his tongue out for the camera and another boy is looking on	2.75
9589	9749	A little boy is sticking his tongue out for the camera and another boy is looking on	Two young boys are looking up at the camera and one is sticking out his tongue	3.625
9590	9750	The large dog is walking outside and is carrying a colorful toy in its mouth	The large dog is walking outside and is holding a colorful toy in its mouth	4.75
9591	9751	The small dog is walking outside and is carrying a colorful toy in its mouth	The large dog is walking outside and is carrying a colorful toy in its mouth	3.25
9592	9752	A dog is running on concrete and is holding a blue ball	A dog is running on concrete and is holding a ball	4.625
9593	9753	A dog is standing on concrete and is holding a blue ball	A dog is running on concrete and is holding a blue ball	4.0
9594	9754	A dog is running on concrete and is holding a ball	The large dog is walking outside and is carrying a colorful toy in its mouth	3.25
9595	9755	A dog is standing on concrete and is holding a blue ball	The large dog is walking outside and is carrying a colorful toy in its mouth	3.8749999999999996
9596	9756	A dog is running on concrete and is holding a blue ball	The large dog is walking outside and is holding a colorful toy in its mouth	3.125
9597	9757	The small dog is walking outside and is carrying a colorful toy in its mouth	A dog is running on concrete and is holding a blue ball	3.25
9598	9758	A dog is running on concrete and is holding a blue ball	The large dog is walking outside and is carrying a colorful toy in its mouth	3.25
9599	9759	A laughing child is holding a water gun and getting sprayed with water	A person in a blue jacket is jumping onto a tall cement wall	0.1250000000000001
9600	9760	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	A woman is playing the trumpet	0.875
9601	9761	The boy is playing in the mud	A little boy is topless and is serious	0.7500000000000001
9602	9762	There is no person slicing a potato	A person is performing tricks on a motorcycle	0.0
9603	9763	A person is slicing some mushrooms	The elephant is being ridden by the woman	0.0
9604	9764	A boy is walking across a bridge	A person is stirring vegetables in a bowl	0.0
9605	9765	There is no blond child holding a yellow bottle	Someone is playing the guitar	0.0
9606	9766	A man is climbing a rope	There is no man holding a mask in his raised hand	0.24999999999999994
9607	9767	A woman is bowling two eggs to a break dancer 	A baby is playing with a doll	0.0
9608	9768	An instrument is being played by a woman in a red dress	A man is climbing up a rope	0.1250000000000001
9609	9769	A tiger cub is roaring	Two dogs are playing outside	0.1250000000000001
9610	9770	A woman is taking two eggs out of a pot of water	A man is playing a trumpet	0.0
9611	9771	Two small children are playing with a toy car in the street	A dog is running through a field and is chasing a toy	0.4999999999999999
9612	9772	Two dogs are playing outside	A dog is running through a field and is chasing a ball	2.125
9613	9773	The panda is not eating bamboo	A man on a bicycle is riding on one wheel only	0.0
9614	9774	Skewers are being placed onto a rack by a woman	A dog is jumping high into the air in the country	0.0
9615	9775	The sun is shining on the face of the girl who is in a yellow dress	A young black child is standing on the edge of a body of water near some buckets	1.25
9616	9776	A boy wearing a striped shirt is running barefoot on the sandy hill	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	0.0
9617	9777	A woman is cutting a fish	The man is slicing potatoes	1.25
9618	9778	A dog is playing alone on a beach covered by snow	The buttons of a microwave are being pushed by a man	0.0
9619	9779	One fish is swimming 	The man is slicing bread	0.0
9620	9780	A lion is slowly moving around	A person is slicing a carrot into pieces	0.0
9621	9781	The play is about a happy boy playing the piano	A man is playing the guitar	1.375
9622	9782	A boy is playing a game with wooden blocks	Some cheerleaders are dancing	0.0
9623	9783	A young man in a white shirt and gold and black hat is sitting with crossed legs	There is no girl playing the violin on a beach	0.1250000000000001
9624	9784	The woman is poking a potato	There is no man riding a motorcycle	0.1250000000000001
9625	9785	A man is sitting on the grass and drinking from a water bottle	The child is delightedly playing with toys outdoors	0.1250000000000001
9626	9786	A dog is playing on the green grass	The man is not playing a guitar	0.0
9627	9787	Little kids are playing in a water fountain in front of few people	A monkey is brushing the dog	0.37500000000000006
9628	9788	A man is playing an electric guitar	A group of people is holding drinks and pointing at the camera	0.0
9629	9789	A girl in gold and purple is holding a rainbow afghan	A man is squatting in brush and taking a photo	0.0
9630	9790	A white dog on a leash is walking in the water	A shirtless man is playing football on a lawn	0.0
9631	9791	A large brown dog is jumping over a red hurdle	A young man is running away from the fishing line	0.0
9632	9792	A dog, which is small, is playing on the green grass	A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man	0.0
9633	9793	A person is reading the email	A person with a green shirt is jumping high over the grass	0.1250000000000001
9634	9794	A monkey is brushing the dog	One man is jumping off a rock wall and another man is dropping a rope	0.0
9635	9795	A man is playing a violin	A woman is cutting a white onion	0.0
9636	9796	A woman is dancing	The singer is hiring a person to fire the guitar player	0.1250000000000001
9637	9797	A woman is cutting a vegetable	A man is inside the house and is throwing blades at a close target	0.0
9638	9798	The man is standing in a lake near a waterfall	A man is performing a trick on a surfboard in the water	1.875
9639	9799	Pedestrians and cars are moving through a traffic jam in the big city	A man is breaking wooden boards with his hand	0.0
9640	9800	A boy is standing next to the opening of a fountain	The man is standing on a rocky mountain and gray clouds are in the background	0.4999999999999999
9641	9802	A woman is eating a cupcake	A man is slicing a potato	0.37500000000000006
9642	9803	A seated woman is singing a song and playing the guitar	The man isn't lifting weights	0.0
9643	9804	A man is sitting comfortably at a table	A brown dog is running in the snow	0.37500000000000006
9644	9805	The girl, who is little, is swinging and the woman is standing behind	A red dog is jumping and catching a tennis ball in its mouth	0.24999999999999994
9645	9806	The woman is frying a breaded pork chop	The lady isn't breaking raw eggs into a bowl	1.75
9646	9807	The Jockeys are riding horses on the field, which is completely green	The black bird is sitting in a leafless tree	0.0
9647	9808	A man, a woman and two girls are walking on the beach	A woman is adding spices to some meat	0.0
9648	9809	The snowboarder is jumping off a snow covered hill	The person is not standing on white ice	0.625
9649	9810	A young child is watering a plant with splashes	A man is playing a flute	0.0
9650	9811	The man is playing the drums	The black bird is sitting in a leafless tree	0.0
9651	9812	A small man is sitting in a military accessories store	The person is slicing onions	0.0
9652	9813	A girl is wearing a t-shirt and has her mouth open.	A brown and white dog is holding a baseball in its mouth	0.7500000000000001
9653	9814	A father is pushing his daughter on a go-kart and another girl is watching	A white dog is standing on fallen leaves	0.0
9654	9815	A man is mowing a lawn	A black and white dog is playing with a tattered volleyball in a brown field	0.0
9655	9816	A white car is being driven by the man	A person playing football is running past an official carrying a football	0.0
9656	9817	A woman is frying fish	Two women are wearing bikinis and are walking on the sand	0.0
9657	9818	A boy is standing in a room by a lamp light	A small group of people are standing and two are sitting on the couch	1.5000000000000002
9658	9819	A couple is running towards the ocean	A snowboarding man is jumping through the air	0.37500000000000006
9659	9820	A surfer is riding the wave	There is no man tying a shoe	0.0
9660	9821	A big dog and a small white dog are playing together	Two construction workers are sitting up on the top of a building	0.0
9661	9822	Two people are riding a bike	A practicing jumper is tossing a person's snowboard into the air	1.25
9662	9823	Mimes are performing on a stage	No little dog is running on the sand	0.0
9663	9824	One person who is practicing snowboarding jumps into the air	A person is frying meat in a pan	0.0
9664	9825	The girl is carrying a sign and a group of people is following her	A woman is cleaning a man's face	0.0
9665	9826	A man is sitting on the lawn and drinking from a water bottle	The women are dancing outside	0.0
9666	9827	A woman is breaking eggs	A shirtless man is posing with a girl who is hiking in a park	0.0
9667	9828	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	A small dog is lying on the bed	0.0
9668	9829	A man with tattoos is lounging on a couch and is looking for a pencil	A cow is eating hay	0.0
9669	9830	There is no young boy playing a wind instrument	The man is playing the guitar	0.7500000000000001
9670	9831	There is no person playing a piano	A monkey is teasing a dog at the zoo	0.0
9671	9832	A toddler is playing with a plastic scooter toy	A woman in blue has a yellow ball in the mitt	0.0
9672	9833	A girl is playing a guitar	A woman is dancing near a fire	0.37500000000000006
9673	9834	A man is shooting a shotgun	Someone is playing the guitar	0.0
9674	9835	Two kids are doing martial arts on a blue mat	A tan dog is running through the brush	0.0
9675	9836	Three men are sitting on a hill and looking at the mountains and sky	Some meat is being stitched together by a woman	0.0
9676	9837	A person is chopping a red onion	A big green ball is knocking a potato	0.1250000000000001
9677	9838	Some instruments are being played by a band	A young, topless woman is covered in paint	0.0
9678	9839	Two men are fighting	A couple of boys are playing a video game	0.37500000000000006
9679	9840	Two people are sitting comfortably on the bench	A man is playing soccer	0.24999999999999994
9680	9841	A boy next to some buckets of rags is holding something	A boy is walking across a bridge	0.875
9681	9842	An old person is sitting on a bench	A large dog is running on the grass with a tennis ball in its mouth	0.1250000000000001
9682	9843	A family is buying something at the vending machine	A man in a suit is standing at a microphone and singing	0.0
9683	9844	The man is doing a wheelie with a motorcycle on ground which is mostly barren	There is no child holding a squirt gun	0.4999999999999999
9684	9845	Two men are fighting	A woman is dipping a prawn in batter	0.0
9685	9846	A man is not playing a guitar	A famous singer is dancing on the ceiling	1.0
9686	9847	A woman is surfing	A fearful little boy is on a climbing wall	0.0
9687	9848	A man is playing the guitar	The log is lying on the panda bear	0.0
9688	9849	A man is skateboarding on a half pipe	The kids are playing outdoors near a man with a smile	0.7500000000000001
9689	9850	A football is being held by a man with no shirt	The man is stirring the sauce for the chicken	0.0
9690	9851	A bike rider in a black and red uniform is standing on a dirt bike	Five adults are sitting on stone steps	0.1250000000000001
9691	9852	A fearful little boy is on a climbing wall	The man is sitting next to a birdcage	0.1250000000000001
9692	9853	The piano is being played by a man	A blond child is going down a slide and throwing up his arms	0.0
9693	9854	There is no woman slicing a carrot	A boy is running through the sand	0.0
9694	9855	A man is confidently slicing a carrot with a knife	A child is playing with a water spout outdoors and the rest of his family is watching	0.0
9695	9856	A cat is playing with a watermelon	A woman is looking at the view of a city	0.0
9696	9857	There is no man playing two keyboards	A man is cutting a boot with a sword	0.1250000000000001
9697	9858	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	A girl in a black hat is wearing a bikini at the beach	1.875
9698	9859	The men are packing suitcases into the trunk of a car	The young boy is running through the ocean waves	0.0
9699	9860	Cereal is being eaten by the man	The boy and the girl are playing and wearing arm floats	0.0
9700	9861	The woman is picking up a baby kangaroo	A man with equipment used for climbing is under a vertical, white rock	0.0
9701	9862	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water	A baby is sneezing and frightening another baby	0.0
9702	9863	A person in a black jacket is doing tricks on a motorbike	The girl, who is little, is carefully combing her hair into a pony tail	0.37500000000000006
9703	9864	A large dog and a small dog are standing next to the kitchen counter and are investigating	A smiling boy in winter clothes is waving his mittened hands outside a building in the snow	0.0
9704	9865	Two children are playing soccer in the park	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	0.1250000000000001
9705	9866	A rock is being climbed by a person with a rope, which is pink	Two people in a race are flipping the tires of a tractor	0.1250000000000001
9706	9867	A dog is chasing the tail of an animal in the grass	The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached	0.0
9707	9868	A fish is being sliced by a man	A cat is jumping into a box	0.0
9708	9869	A bike is being ridden over a monkey	A person is riding a dirt bike down a dirt hill	2.25
9709	9870	A white and tan dog is running through the tall and green grass	The lady is eating slices of meat	0.0
9710	9871	The brown dog is playing outdoors	Two people are arguing near a crowd	0.0
9711	9872	A father is launching the daughter in a swimming pool	There is no biker jumping in the air	0.1250000000000001
9712	9873	There is no girl playing a flute	Two baby pandas are playing	0.0
9713	9874	A tiger is not walking around	Some people are walking	0.875
9714	9875	The girl is trotting on the horse	A man on a motorcycle is not riding on one wheel	0.0
9715	9876	A person is rinsing a steak with water	A man is buttering a slice of bread	0.875
9716	9877	A man is putting garlic on some bread slices	A person is bowling the ingredients to the man at the mixer	1.5000000000000002
9717	9878	A baby is sneezing and scaring another baby	A young child with black hair is deleting a picture from the camera	0.0
9718	9879	A homeless man is holding up a sign and is begging for money	The cat is hungrily drinking milk	0.0
9719	9880	A biker is riding away from a fence	A man is dancing on the road	0.24999999999999994
9720	9881	A person is dancing on a roof	A white dog is standing on fallen leaves	0.24999999999999994
9721	9882	A girl wearing a striped shirt is running barefoot on the sandy hill	A lady is mixing a meat mixture in a bowl	0.24999999999999994
9722	9883	The girl is cheering the man in the blue and white uniform	A soccer player is being tackled by his opponent	0.23125000000000007
9723	9884	A child is smiling at the camera and swimming underwater	An animal is barking at a ball	0.1250000000000001
9724	9885	A young boy wearing a red swimsuit is jumping into a blue kiddies pool	A man is putting some food in a container	0.0
9725	9886	Two children are stretching over some metal bars	A bike rider in a black and red uniform is standing on a dirt bike	0.37500000000000006
9726	9887	A woman is cracking some eggs outside a bowl	A man is participating in a bmx race	0.0
9727	9888	The children of a family are playing and waiting	A person is chopping down a tree with an axe	0.0
9728	9889	There is no woman beating two eggs in a bowl and using a whisk made of wire	A man wearing a dyed black shirt is sitting at the table and laughing	0.24999999999999994
9729	9890	Two crocodiles are floating in a green colored swimming pool near some playing kids	Two poodles are in the snow and one is jumping high	0.1250000000000001
9730	9891	A man is spitting	There is no person standing in a vast field of glacial ice	0.1250000000000001
9731	9892	A little girl is smiling and running outside	The surfer is riding a small wave	0.0
9732	9893	A child is playing with a water spout outdoors and the rest of his family is watching	A man is standing beside a birdcage which is large and colorful	0.4999999999999999
9733	9894	People are sitting against a wall	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	0.4999999999999999
9734	9895	The man is using a sledgehammer to break a concrete block that is on another person	A man and a woman are walking together through the woods	0.0
9735	9896	A person is scrubbing a zucchini	The woman is cutting cooked octopus	0.23125000000000007
9736	9897	A man and two women in a darkened room are sitting at a table with candles	A man is abruptly falling off a horse on a track laid in the wild	0.1250000000000001
9737	9898	Someone is playing the guitar	A shirtless woman is jumping over a log	0.0
9738	9899	There is no parrot speaking	A yellow dog is running on white snow on a sunny day	0.0
9739	9900	A boy is being knocked into the water by the dog	A person in a motocross uniform is wearing a helmet and rides a red motorcycle	0.0
9740	9901	There is no man cutting a box	A homeless man is holding up a sign and is begging for money	0.1250000000000001
9741	9902	The dog is catching a ball	A small girl is riding in a toy car	0.0
9742	9903	One climber is holding a rock and another man is roping a wall	The black and white dog is running outdoors	0.4999999999999999
9743	9904	The man is rock climbing	A man is cooking a snake	0.0
9744	9905	Three small dogs are sniffing at something	Butter is being chopped into a container by a man	0.0
9745	9906	A woman is taking two eggs out of a pot of water	A person is buttering a tray	1.0
9746	9907	A cat is playing keyboards	There are no men fighting	0.1250000000000001
9747	9908	There is no man playing a game on the grass	A man is playing the guitar	0.875
9748	9909	A man is riding a mechanical bull	A middle eastern man is standing against a lamp post near to other people	0.1250000000000001
9749	9910	A big brown dog and a small grey dog are standing on a rocky surface	A woman is cutting onions	0.0
9750	9911	A woman is cracking an egg into a bowl	A brown and white dog with a brown and black bandanna is quickly running 	0.0
9751	9912	The patient is helping the doctor	Two teams are playing soccer	0.1250000000000001
9752	9913	Someone is banging a camera lens against a nail	Some oil is being poured on the tomatoes by the man	0.0
9753	9914	A woman is looking into the distance and people are walking between buildings behind	A man is playing a flute	0.1250000000000001
9754	9915	A brown puppy is gnawing a metallic post that is stuck in the ground	A malnourished looking dog is standing on its hind legs and preparing to jump	2.125
9755	9916	Video games of two playing boys are on a couch	Someone is pouring ingredients into a pot	0.4999999999999999
9756	9917	The girl, who is little, is combing her hair into a pony tail.	A man in a red shirt is doing a trick with the rollerblades	0.24999999999999994
9757	9918	There is no man playing a flute	Two kids are pushing an inflatable crocodile in a pool	0.0
9758	9919	Three children are running up hill	A pet dog is standing on the bank and is looking at another brown dog in the pond	0.0
9759	9920	A man is exercising	Two cats are playing with a red ball	0.0
9760	9921	A young woman is playing the guitar	A man is preparing some dish	0.24999999999999994
9761	9922	A man is crouching and holding a camera	There is no tiger cub making a sound	0.0
9762	9923	A girl is standing in a group and is wearing a black shirt and pink beads	A small white dog is jumping up in the snow	0.1250000000000001
9763	9924	There is no blonde lady looking at a tower	A woman dressed in elegant clothing is inside a crowd of people and is looking down	1.75
9764	9925	A woman is cracking some eggs into a bowl	A kid is speeding down a steep slide	0.0
9765	9926	A woman in jeans is sitting on the saddle of a horse	There is no man playing a piano	0.0
9766	9927	The lady is dicing onions	Rugby players are tackling each other	0.0
9767	9928	The person is slicing a vegetable	A man is playing a violin	0.0
9768	9929	The cat isn't licking milk from a saucer	A dog is swimming in a lake and the sun is shining on him	0.0
9769	9930	A dog is fetching a stick out of very dirty water	The woman is adding sugar to the meat	0.0
9770	9931	A woman is playing an electric guitar	A kid is playing guitar	2.5
9771	9932	A young boy with a heart tank top is raising his hands as he is sliding	The man is playing the flute	0.0
9772	9933	The person is not standing on white ice	A woman is peeling a potato	0.24999999999999994
9773	9934	A woman is chopping up an octopus	A toddler is sitting in a seat	0.0
9774	9935	A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	The snowboarder is jumping off a snow covered hill	0.37500000000000006
9775	9936	There is no man spraying a super soaker into the mouth of a dog	A person is chopping an onion	0.0
9776	9937	A woman in jeans is standing near a horse with a saddle	The kitten is eagerly drinking some milk from the bowl	0.0
9777	9938	Different things from a war are being shown to some people by a veteran	Three friends are making faces for the camera	0.4999999999999999
9778	9939	The man is putting away the camera and walks away from the beach	A man with a white moustache is standing on a balcony and is looking at the road below	0.7500000000000001
9779	9940	A dog in a colored coat is running across the yard	A black and brown dog is eyeing an insect	1.5000000000000002
9780	9941	The man is playing a guitar	There is no hockey player in a yellow jersey guarding the goal	0.1250000000000001
9781	9942	A black and brown cat is eyeing a fly	The man is eating cereal	0.0
9782	9943	The people are standing at a parade	A white bird is landing swiftly in the water	0.1250000000000001
9783	9944	Some runners are competing in a race	A woman is dancing	0.0
9784	9945	The tan dog is watching a brown dog that is swimming in a pond	A few kittens are eating	0.24999999999999994
9785	9946	A brown and white coat is floating across shallow water near a trotting dog	A woman is brushing her feet	0.0
9786	9947	There is no man slicing potatoes	A man is fitting a silencer to a pistol	0.1250000000000001
9787	9948	A great singer is dancing on the ceiling	A child is making a snow ball	0.0
9788	9949	The man is doing a wheelie on a mountain bike	A man is stopping in the middle of a road	1.0
9789	9950	A horse is standing	Someone is holding a hedgehog	0.0
9790	9951	The man is doing exercises	A person is putting meat into a skillet	0.1250000000000001
9791	9952	A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	A woman is tapping her fingers	0.0
9792	9953	A man is singing to a woman	A funny crowd of people is doing a skit of two boxing men	0.37500000000000006
9793	9954	A person is making a bed	Somebody is cutting a tomato	0.0
9794	9955	Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people	A rabbit is playing with a toy rabbit	0.0
9795	9956	The doctor is not helping the patient	A lady is wearing a black dress and is carrying a white cross	0.0
9796	9957	A brown puppy is biting a pole	The man and woman are not walking	0.0
9797	9958	The rhino is being fed on the grass	The young boys are playing outdoors and the man is smiling nearby	0.37500000000000006
9798	9959	A dog is near a ball colored in red, which is in the air	A man is playing a guitar	0.0
9799	9960	The person is riding a motorbike on a sandy track	A man is lifting barbells	0.0
9800	9961	A squirrel is running around in circles	The man is removing knives from a tree	0.0
9801	9962	One woman is peeling a potato	A yellow flower is being clung to by a bee	0.0
9802	9963	The animal is grazing on the grass	The cop is sitting on a police bike	0.0
9803	9964	A dog with golden fur is in the water	A woman is talking on a telephonic device	0.0
9804	9965	There is no bicyclist jumping on a pyramid-shaped ramp	The tan dog is watching a brown dog that is swimming in a pond	0.0
9805	9966	The guitar is being played by the man, who has the guitar case open for donations	A woman is dancing	0.875
9806	9967	Four young men are standing still and a car is exploding behind them	A man is standing on a dirt hill next to a black car	2.25
9807	9968	The woman is walking the dog	A woman is rocking over a blanket lying on someone reading a book	0.4999999999999999
9808	9969	A man is playing a harp	A man is being pushed toward the buttons of a microwave	0.4999999999999999
9809	9970	A woman is scrubbing a zucchini with a brush for vegetables	A man is doing a trick on a skateboard	0.0
9810	9971	A person is kicking a soccer ball between their feet	One brown and black dog is running through the leaves	0.0
9811	9972	There is no woman using a sewing machine	A girl is brushing her hair	0.1250000000000001
9812	9973	The military officer is shouting at the recruits	A rollerblader is performing a trick on a ramp	0.0
9813	9974	A man is typing on a machine used for stenography	There is no person riding a bike along a muddy trail	0.0
9814	9975	The dog is snapping at some droplets of water	A girl in a band is playing an instrument	0.0
9815	9976	A man is being curiously looked at by a woman	The man is standing on a rocky mountain and gray clouds are in the background	0.24999999999999994
9816	9977	Two people are in the snow, wearing clothes that provide camouflage	A woman is riding a scooter for water	0.0
9817	9978	A badger, which is shrewd, is digging the earth	A woman is slicing tofu	0.0
9818	9979	A person is wearing a straw hat and smoking a cigarette	A dog is near the red ball in the air	0.0
9819	9980	The woman is picking up the kangaroo	A man is standing on the top of a roof and playing a violin	0.0
9820	9981	The violin is being played by a little girl on a beach	A woman is cooking fish	0.0
9821	9982	People are walking across a rope bridge over a rocky stream	The man is eating potato slices	0.0
9822	9983	A homeless man is holding up a sign and is begging for money	The woman and the man are travelling by car	0.1250000000000001
9823	9984	Two dogs are playing on the beach	Two people are driving a jeep and a lady is sitting on the top of it	0.0
9824	9985	A group of people in a large Asian restaurant is eating	The cheerleaders are parading and wearing black, pink and white uniforms	0.0
9825	9986	A woman is riding a horse	A boy in blue are sliding down a green slide	0.0
9826	9987	A man is drawing some figures	A man is strolling in the rain	0.37500000000000006
9827	9988	A young man is pushing a motocross bike down a dirt hill	A dog is swimming after a tennis ball	0.0
9828	9989	The people are walking on the road beside a beautiful waterfall	There is no brown dog and black dog playing in the sand	0.0
9829	9990	A cheetah is chasing its prey across a field	A white and brown dog is walking through the water with difficulty	0.1250000000000001
9830	9991	The young girl is blowing a bubble that is huge	There is no girl in pink twirling a ribbon	1.375
9831	9992	A dog in a colored coat is running across the yard	The flute is being played by one man	0.0
9832	9993	A door is being opened by a man	A bald man in a band is playing guitar in the spotlight	0.1250000000000001
9833	9994	A boy is happily playing the piano	A white bird is landing swiftly in the water	0.0
9834	9995	The girl, who is little, is combing her hair into a pony tail.	Two people wearing helmets are driving over the yellow and white flowers	0.0
9835	9996	A man is in a parking lot and is playing tennis against a large wall	The snowboarder is leaping fearlessly over white snow	0.0
9836	9997	Someone is boiling okra in a pot	The man is not playing the drums	0.0
9837	9998	The man is singing heartily and playing the guitar	A bicyclist is holding a bike over his head in a group of people	0.0
9838	9999	A man in blue has a yellow ball in the mitt	A man is jumping rope outside	0.24999999999999994
9839	10000	Three dogs are resting on a sidewalk	The woman with a knife is slicing a pepper	0.0
8615	6d0ec4e8a34ac432e1c1699a0	13 killed in Afgan terror attack	6 killed in Afghan capital mosque attack	2.0
7087	9aaabdce8cfff4c060b6f525c	China to resume US investment talks	China and Taiwan hold historic talks	0.8
8201	a70c8ad3f82ac2967f78fe617	But in the first 30 seconds after Young entered the ring, the family knew it was an uneven match, Meyers said.	But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.	4.2
7821	a89ed469c8f2f81313d190e66	A yellow vested person is doing road work.	A person is doing very well on their skateboard.	0.2
201	9ee4d44188c33f4e7d899e690	Someone is slicing tortila's.	Someone is riding a horse.	0.0
3538	252ebec695ca7efc2d2186f8f	capital offenses in saudi arabia include rape, murder, apostasy, armed robbery and drug trafficking. 	capital offences in iran include murder, rape, armed robbery, serious drug trafficking and adultery.	3.2
7936	f4c5e3b0acd70cbfa99b58ac2	No it does not affect your ratings.	No it is not.	0.0
4396	e62472eeda1415a3a6cca9e9a	Hundreds of Bangladesh clothes factory workers ill	Hundreds fall sick in Bangladesh factory	4.4
6453	55c4f22268e4df59ad90b43c0	"In standard English, I think ""don't got"" has the same register as ""ain't""."	I'd say the expression I don't got... is generally rare in spoken AmE.	2.2
1388	9753582bf8f5894a65f74ab24	A young girl wearing a bike helmet with a bicycle in the background.	A women holds a small dog on a leash with chairs in the background.	0.0
7079	c1d4c321df9c34dc9087956f9	Iraq Releases Suspected Hezbollah Operative Wanted By U.S.	Iraq Said to Release Hezbollah Operative	3.2
8546	d0e17fa72682baae10bd9271e	Red-shirt leader calls not to oppose army	Oil rig spat: Beijing not to send army	0.6
3598	1b745f7ac85a2f7828a4f0c7f	the russian government strongly opposes u.s. plans to install antimissile defenses in europe and dismisses u.s. assertions that the interceptors are needed to defend against threats from iran. 	after talks at nato headquarters baluyevsky repeated russia's opposition to u.s. plans to install antimissile defenses in europe and dismissed u.s. assertions that the interceptors were needed to defend against potential threats from iran.	3.2
5664	3b80f4d4302d32366c50a41c6	China on high alert for typhoon Kalmaegi	China issues yellow alert for typhoon Kalmaegi	4.0
3146	f497d4e8209b315d273540296	Kroger Co., which owns Ralphs, and Albertsons Inc. bargain jointly with Safeway and locked out their union workers the next day.	In a show of corporate solidarity, Kroger Co., which owns Ralphs, and Albertson Inc. locked out their workers the next morning.	3.8
3132	72614c3590fe5c74089ef2269	"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie."""	"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like ""Thank You!"" and ""Re: Details""."	4.0
5012	d509c59ebeb8297b8c23d65df	Iranian president makes debut on world stage	Iran presidential candidate says western sanctions should be broken	0.6
7811	9a1b95e6af0cddccb90f5f276	A kid is talking in class.	A girl is going to class.	1.8
2465	57faf6247b1b6026f59ca71f0	Microsoft acquired Virtual PC when it bought the assets of Connectix earlier this year.	Microsoft acquired Virtual PC from its developer, Connectix, earlier this year.	4.4
6611	6597fc84528eea44f45c16fed	I can imagine a scenario where a single all powerful god create the universe that we know of.	It is the same idea as what Aristotle called the unmoved mover.	0.8
467	fa8a49a239d979dc97018eced	A cat is drinking some water.	A truck is going down a hill.	0.0
